ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
8754,powder,Mask R-CNN + Sam,True,True,7,Distance Max,0%,100%,110%
8755,powder,Mask R-CNN + Sam,True,True,7,Distance Max,0%,110%,90%
8756,powder,Mask R-CNN + Sam,True,True,7,Distance Max,0%,110%,100%
8757,powder,Mask R-CNN + Sam,True,True,7,Distance Max,0%,110%,110%
8758,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,90%,90%
8759,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,90%,100%
8760,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,90%,110%
8761,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,100%,90%
8762,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,100%,100%
8763,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,100%,110%
8764,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,110%,90%
8765,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,110%,100%
8766,powder,Mask R-CNN + Sam,True,True,7,Distance Max,5%,110%,110%
8767,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,90%,90%
8768,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,90%,100%
8769,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,90%,110%
8770,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,100%,90%
8771,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,100%,100%
8772,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,100%,110%
8773,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,110%,90%
8774,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,110%,100%
8775,powder,Mask R-CNN + Sam,True,True,7,Distance Max,10%,110%,110%
8776,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,90%,90%
8777,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,90%,100%
8778,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,90%,110%
8779,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,100%,90%
8780,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,100%,100%
8781,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,100%,110%
8782,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,110%,90%
8783,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,110%,100%
8784,powder,Mask R-CNN + Sam,True,True,7,Distance Max,15%,110%,110%
8785,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,90%,90%
8786,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,90%,100%
8787,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,90%,110%
8788,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,100%,90%
8789,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,100%,100%
8790,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,100%,110%
8791,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,110%,90%
8792,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,110%,100%
8793,powder,Mask R-CNN + Sam,True,True,7,Voronoi,0%,110%,110%
8794,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,90%,90%
8795,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,90%,100%
8796,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,90%,110%
8797,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,100%,90%
8798,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,100%,100%
8799,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,100%,110%
8800,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,110%,90%
8801,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,110%,100%
8802,powder,Mask R-CNN + Sam,True,True,7,Voronoi,5%,110%,110%
8803,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,90%,90%
8804,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,90%,100%
8805,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,90%,110%
8806,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,100%,90%
8807,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,100%,100%
8808,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,100%,110%
8809,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,110%,90%
8810,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,110%,100%
8811,powder,Mask R-CNN + Sam,True,True,7,Voronoi,10%,110%,110%
8812,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,90%,90%
8813,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,90%,100%
8814,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,90%,110%
8815,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,100%,90%
8816,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,100%,100%
8817,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,100%,110%
8818,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,110%,90%
8819,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,110%,100%
8820,powder,Mask R-CNN + Sam,True,True,7,Voronoi,15%,110%,110%
8821,powder,Mask R-CNN + Sam,True,False,1,Random,0%,90%,N/A
8822,powder,Mask R-CNN + Sam,True,False,1,Random,0%,100%,N/A
8823,powder,Mask R-CNN + Sam,True,False,1,Random,0%,110%,N/A
8824,powder,Mask R-CNN + Sam,True,False,1,Random,5%,90%,N/A
8825,powder,Mask R-CNN + Sam,True,False,1,Random,5%,100%,N/A
8826,powder,Mask R-CNN + Sam,True,False,1,Random,5%,110%,N/A
8827,powder,Mask R-CNN + Sam,True,False,1,Random,10%,90%,N/A
8828,powder,Mask R-CNN + Sam,True,False,1,Random,10%,100%,N/A
8829,powder,Mask R-CNN + Sam,True,False,1,Random,10%,110%,N/A
8830,powder,Mask R-CNN + Sam,True,False,1,Random,15%,90%,N/A
8831,powder,Mask R-CNN + Sam,True,False,1,Random,15%,100%,N/A
8832,powder,Mask R-CNN + Sam,True,False,1,Random,15%,110%,N/A
8833,powder,Mask R-CNN + Sam,True,False,1,Distance Max,0%,90%,N/A
8834,powder,Mask R-CNN + Sam,True,False,1,Distance Max,0%,100%,N/A
8835,powder,Mask R-CNN + Sam,True,False,1,Distance Max,0%,110%,N/A
8836,powder,Mask R-CNN + Sam,True,False,1,Distance Max,5%,90%,N/A
8837,powder,Mask R-CNN + Sam,True,False,1,Distance Max,5%,100%,N/A
8838,powder,Mask R-CNN + Sam,True,False,1,Distance Max,5%,110%,N/A
8839,powder,Mask R-CNN + Sam,True,False,1,Distance Max,10%,90%,N/A
8840,powder,Mask R-CNN + Sam,True,False,1,Distance Max,10%,100%,N/A
8841,powder,Mask R-CNN + Sam,True,False,1,Distance Max,10%,110%,N/A
8842,powder,Mask R-CNN + Sam,True,False,1,Distance Max,15%,90%,N/A
8843,powder,Mask R-CNN + Sam,True,False,1,Distance Max,15%,100%,N/A
8844,powder,Mask R-CNN + Sam,True,False,1,Distance Max,15%,110%,N/A
8845,powder,Mask R-CNN + Sam,True,False,1,Voronoi,0%,90%,N/A
8846,powder,Mask R-CNN + Sam,True,False,1,Voronoi,0%,100%,N/A
8847,powder,Mask R-CNN + Sam,True,False,1,Voronoi,0%,110%,N/A
8848,powder,Mask R-CNN + Sam,True,False,1,Voronoi,5%,90%,N/A
8849,powder,Mask R-CNN + Sam,True,False,1,Voronoi,5%,100%,N/A
8850,powder,Mask R-CNN + Sam,True,False,1,Voronoi,5%,110%,N/A
8851,powder,Mask R-CNN + Sam,True,False,1,Voronoi,10%,90%,N/A
8852,powder,Mask R-CNN + Sam,True,False,1,Voronoi,10%,100%,N/A
8853,powder,Mask R-CNN + Sam,True,False,1,Voronoi,10%,110%,N/A
8854,powder,Mask R-CNN + Sam,True,False,1,Voronoi,15%,90%,N/A
8855,powder,Mask R-CNN + Sam,True,False,1,Voronoi,15%,100%,N/A
8856,powder,Mask R-CNN + Sam,True,False,1,Voronoi,15%,110%,N/A
8857,powder,Mask R-CNN + Sam,True,False,2,Random,0%,90%,N/A
8858,powder,Mask R-CNN + Sam,True,False,2,Random,0%,100%,N/A
8859,powder,Mask R-CNN + Sam,True,False,2,Random,0%,110%,N/A
8860,powder,Mask R-CNN + Sam,True,False,2,Random,5%,90%,N/A
8861,powder,Mask R-CNN + Sam,True,False,2,Random,5%,100%,N/A
8862,powder,Mask R-CNN + Sam,True,False,2,Random,5%,110%,N/A
8863,powder,Mask R-CNN + Sam,True,False,2,Random,10%,90%,N/A
8864,powder,Mask R-CNN + Sam,True,False,2,Random,10%,100%,N/A
8865,powder,Mask R-CNN + Sam,True,False,2,Random,10%,110%,N/A
8866,powder,Mask R-CNN + Sam,True,False,2,Random,15%,90%,N/A
8867,powder,Mask R-CNN + Sam,True,False,2,Random,15%,100%,N/A
8868,powder,Mask R-CNN + Sam,True,False,2,Random,15%,110%,N/A
8869,powder,Mask R-CNN + Sam,True,False,2,Distance Max,0%,90%,N/A
8870,powder,Mask R-CNN + Sam,True,False,2,Distance Max,0%,100%,N/A
8871,powder,Mask R-CNN + Sam,True,False,2,Distance Max,0%,110%,N/A
8872,powder,Mask R-CNN + Sam,True,False,2,Distance Max,5%,90%,N/A
8873,powder,Mask R-CNN + Sam,True,False,2,Distance Max,5%,100%,N/A
8874,powder,Mask R-CNN + Sam,True,False,2,Distance Max,5%,110%,N/A
8875,powder,Mask R-CNN + Sam,True,False,2,Distance Max,10%,90%,N/A
8876,powder,Mask R-CNN + Sam,True,False,2,Distance Max,10%,100%,N/A
8877,powder,Mask R-CNN + Sam,True,False,2,Distance Max,10%,110%,N/A
8878,powder,Mask R-CNN + Sam,True,False,2,Distance Max,15%,90%,N/A
8879,powder,Mask R-CNN + Sam,True,False,2,Distance Max,15%,100%,N/A
8880,powder,Mask R-CNN + Sam,True,False,2,Distance Max,15%,110%,N/A
8881,powder,Mask R-CNN + Sam,True,False,2,Voronoi,0%,90%,N/A
8882,powder,Mask R-CNN + Sam,True,False,2,Voronoi,0%,100%,N/A
8883,powder,Mask R-CNN + Sam,True,False,2,Voronoi,0%,110%,N/A
8884,powder,Mask R-CNN + Sam,True,False,2,Voronoi,5%,90%,N/A
8885,powder,Mask R-CNN + Sam,True,False,2,Voronoi,5%,100%,N/A
8886,powder,Mask R-CNN + Sam,True,False,2,Voronoi,5%,110%,N/A
8887,powder,Mask R-CNN + Sam,True,False,2,Voronoi,10%,90%,N/A
8888,powder,Mask R-CNN + Sam,True,False,2,Voronoi,10%,100%,N/A
8889,powder,Mask R-CNN + Sam,True,False,2,Voronoi,10%,110%,N/A
8890,powder,Mask R-CNN + Sam,True,False,2,Voronoi,15%,90%,N/A
8891,powder,Mask R-CNN + Sam,True,False,2,Voronoi,15%,100%,N/A
8892,powder,Mask R-CNN + Sam,True,False,2,Voronoi,15%,110%,N/A
8893,powder,Mask R-CNN + Sam,True,False,3,Random,0%,90%,N/A
8894,powder,Mask R-CNN + Sam,True,False,3,Random,0%,100%,N/A
8895,powder,Mask R-CNN + Sam,True,False,3,Random,0%,110%,N/A
8896,powder,Mask R-CNN + Sam,True,False,3,Random,5%,90%,N/A
8897,powder,Mask R-CNN + Sam,True,False,3,Random,5%,100%,N/A
8898,powder,Mask R-CNN + Sam,True,False,3,Random,5%,110%,N/A
8899,powder,Mask R-CNN + Sam,True,False,3,Random,10%,90%,N/A
8900,powder,Mask R-CNN + Sam,True,False,3,Random,10%,100%,N/A
8901,powder,Mask R-CNN + Sam,True,False,3,Random,10%,110%,N/A
8902,powder,Mask R-CNN + Sam,True,False,3,Random,15%,90%,N/A
8903,powder,Mask R-CNN + Sam,True,False,3,Random,15%,100%,N/A
8904,powder,Mask R-CNN + Sam,True,False,3,Random,15%,110%,N/A
8905,powder,Mask R-CNN + Sam,True,False,3,Distance Max,0%,90%,N/A
8906,powder,Mask R-CNN + Sam,True,False,3,Distance Max,0%,100%,N/A
8907,powder,Mask R-CNN + Sam,True,False,3,Distance Max,0%,110%,N/A
8908,powder,Mask R-CNN + Sam,True,False,3,Distance Max,5%,90%,N/A
8909,powder,Mask R-CNN + Sam,True,False,3,Distance Max,5%,100%,N/A
8910,powder,Mask R-CNN + Sam,True,False,3,Distance Max,5%,110%,N/A
8911,powder,Mask R-CNN + Sam,True,False,3,Distance Max,10%,90%,N/A
8912,powder,Mask R-CNN + Sam,True,False,3,Distance Max,10%,100%,N/A
8913,powder,Mask R-CNN + Sam,True,False,3,Distance Max,10%,110%,N/A
8914,powder,Mask R-CNN + Sam,True,False,3,Distance Max,15%,90%,N/A
8915,powder,Mask R-CNN + Sam,True,False,3,Distance Max,15%,100%,N/A
8916,powder,Mask R-CNN + Sam,True,False,3,Distance Max,15%,110%,N/A
8917,powder,Mask R-CNN + Sam,True,False,3,Voronoi,0%,90%,N/A
8918,powder,Mask R-CNN + Sam,True,False,3,Voronoi,0%,100%,N/A
8919,powder,Mask R-CNN + Sam,True,False,3,Voronoi,0%,110%,N/A
8920,powder,Mask R-CNN + Sam,True,False,3,Voronoi,5%,90%,N/A
8921,powder,Mask R-CNN + Sam,True,False,3,Voronoi,5%,100%,N/A
8922,powder,Mask R-CNN + Sam,True,False,3,Voronoi,5%,110%,N/A
8923,powder,Mask R-CNN + Sam,True,False,3,Voronoi,10%,90%,N/A
8924,powder,Mask R-CNN + Sam,True,False,3,Voronoi,10%,100%,N/A
8925,powder,Mask R-CNN + Sam,True,False,3,Voronoi,10%,110%,N/A
8926,powder,Mask R-CNN + Sam,True,False,3,Voronoi,15%,90%,N/A
8927,powder,Mask R-CNN + Sam,True,False,3,Voronoi,15%,100%,N/A
8928,powder,Mask R-CNN + Sam,True,False,3,Voronoi,15%,110%,N/A
8929,powder,Mask R-CNN + Sam,True,False,4,Random,0%,90%,N/A
8930,powder,Mask R-CNN + Sam,True,False,4,Random,0%,100%,N/A
8931,powder,Mask R-CNN + Sam,True,False,4,Random,0%,110%,N/A
8932,powder,Mask R-CNN + Sam,True,False,4,Random,5%,90%,N/A
8933,powder,Mask R-CNN + Sam,True,False,4,Random,5%,100%,N/A
8934,powder,Mask R-CNN + Sam,True,False,4,Random,5%,110%,N/A
8935,powder,Mask R-CNN + Sam,True,False,4,Random,10%,90%,N/A
8936,powder,Mask R-CNN + Sam,True,False,4,Random,10%,100%,N/A
8937,powder,Mask R-CNN + Sam,True,False,4,Random,10%,110%,N/A
8938,powder,Mask R-CNN + Sam,True,False,4,Random,15%,90%,N/A
8939,powder,Mask R-CNN + Sam,True,False,4,Random,15%,100%,N/A
8940,powder,Mask R-CNN + Sam,True,False,4,Random,15%,110%,N/A
8941,powder,Mask R-CNN + Sam,True,False,4,Distance Max,0%,90%,N/A
8942,powder,Mask R-CNN + Sam,True,False,4,Distance Max,0%,100%,N/A
8943,powder,Mask R-CNN + Sam,True,False,4,Distance Max,0%,110%,N/A
8944,powder,Mask R-CNN + Sam,True,False,4,Distance Max,5%,90%,N/A
8945,powder,Mask R-CNN + Sam,True,False,4,Distance Max,5%,100%,N/A
8946,powder,Mask R-CNN + Sam,True,False,4,Distance Max,5%,110%,N/A
8947,powder,Mask R-CNN + Sam,True,False,4,Distance Max,10%,90%,N/A
8948,powder,Mask R-CNN + Sam,True,False,4,Distance Max,10%,100%,N/A
8949,powder,Mask R-CNN + Sam,True,False,4,Distance Max,10%,110%,N/A
8950,powder,Mask R-CNN + Sam,True,False,4,Distance Max,15%,90%,N/A
8951,powder,Mask R-CNN + Sam,True,False,4,Distance Max,15%,100%,N/A
8952,powder,Mask R-CNN + Sam,True,False,4,Distance Max,15%,110%,N/A
8953,powder,Mask R-CNN + Sam,True,False,4,Voronoi,0%,90%,N/A
8954,powder,Mask R-CNN + Sam,True,False,4,Voronoi,0%,100%,N/A
8955,powder,Mask R-CNN + Sam,True,False,4,Voronoi,0%,110%,N/A
8956,powder,Mask R-CNN + Sam,True,False,4,Voronoi,5%,90%,N/A
8957,powder,Mask R-CNN + Sam,True,False,4,Voronoi,5%,100%,N/A
8958,powder,Mask R-CNN + Sam,True,False,4,Voronoi,5%,110%,N/A
8959,powder,Mask R-CNN + Sam,True,False,4,Voronoi,10%,90%,N/A
8960,powder,Mask R-CNN + Sam,True,False,4,Voronoi,10%,100%,N/A
8961,powder,Mask R-CNN + Sam,True,False,4,Voronoi,10%,110%,N/A
8962,powder,Mask R-CNN + Sam,True,False,4,Voronoi,15%,90%,N/A
8963,powder,Mask R-CNN + Sam,True,False,4,Voronoi,15%,100%,N/A
8964,powder,Mask R-CNN + Sam,True,False,4,Voronoi,15%,110%,N/A
8965,powder,Mask R-CNN + Sam,True,False,5,Random,0%,90%,N/A
8966,powder,Mask R-CNN + Sam,True,False,5,Random,0%,100%,N/A
8967,powder,Mask R-CNN + Sam,True,False,5,Random,0%,110%,N/A
8968,powder,Mask R-CNN + Sam,True,False,5,Random,5%,90%,N/A
8969,powder,Mask R-CNN + Sam,True,False,5,Random,5%,100%,N/A
8970,powder,Mask R-CNN + Sam,True,False,5,Random,5%,110%,N/A
8971,powder,Mask R-CNN + Sam,True,False,5,Random,10%,90%,N/A
8972,powder,Mask R-CNN + Sam,True,False,5,Random,10%,100%,N/A
8973,powder,Mask R-CNN + Sam,True,False,5,Random,10%,110%,N/A
8974,powder,Mask R-CNN + Sam,True,False,5,Random,15%,90%,N/A
8975,powder,Mask R-CNN + Sam,True,False,5,Random,15%,100%,N/A
8976,powder,Mask R-CNN + Sam,True,False,5,Random,15%,110%,N/A
8977,powder,Mask R-CNN + Sam,True,False,5,Distance Max,0%,90%,N/A
8978,powder,Mask R-CNN + Sam,True,False,5,Distance Max,0%,100%,N/A
8979,powder,Mask R-CNN + Sam,True,False,5,Distance Max,0%,110%,N/A
8980,powder,Mask R-CNN + Sam,True,False,5,Distance Max,5%,90%,N/A
8981,powder,Mask R-CNN + Sam,True,False,5,Distance Max,5%,100%,N/A
8982,powder,Mask R-CNN + Sam,True,False,5,Distance Max,5%,110%,N/A
8983,powder,Mask R-CNN + Sam,True,False,5,Distance Max,10%,90%,N/A
8984,powder,Mask R-CNN + Sam,True,False,5,Distance Max,10%,100%,N/A
8985,powder,Mask R-CNN + Sam,True,False,5,Distance Max,10%,110%,N/A
8986,powder,Mask R-CNN + Sam,True,False,5,Distance Max,15%,90%,N/A
8987,powder,Mask R-CNN + Sam,True,False,5,Distance Max,15%,100%,N/A
8988,powder,Mask R-CNN + Sam,True,False,5,Distance Max,15%,110%,N/A
8989,powder,Mask R-CNN + Sam,True,False,5,Voronoi,0%,90%,N/A
8990,powder,Mask R-CNN + Sam,True,False,5,Voronoi,0%,100%,N/A
8991,powder,Mask R-CNN + Sam,True,False,5,Voronoi,0%,110%,N/A
8992,powder,Mask R-CNN + Sam,True,False,5,Voronoi,5%,90%,N/A
8993,powder,Mask R-CNN + Sam,True,False,5,Voronoi,5%,100%,N/A
8994,powder,Mask R-CNN + Sam,True,False,5,Voronoi,5%,110%,N/A
8995,powder,Mask R-CNN + Sam,True,False,5,Voronoi,10%,90%,N/A
8996,powder,Mask R-CNN + Sam,True,False,5,Voronoi,10%,100%,N/A
8997,powder,Mask R-CNN + Sam,True,False,5,Voronoi,10%,110%,N/A
8998,powder,Mask R-CNN + Sam,True,False,5,Voronoi,15%,90%,N/A
8999,powder,Mask R-CNN + Sam,True,False,5,Voronoi,15%,100%,N/A
9000,powder,Mask R-CNN + Sam,True,False,5,Voronoi,15%,110%,N/A
9001,powder,Mask R-CNN + Sam,True,False,6,Random,0%,90%,N/A
9002,powder,Mask R-CNN + Sam,True,False,6,Random,0%,100%,N/A
9003,powder,Mask R-CNN + Sam,True,False,6,Random,0%,110%,N/A
9004,powder,Mask R-CNN + Sam,True,False,6,Random,5%,90%,N/A
9005,powder,Mask R-CNN + Sam,True,False,6,Random,5%,100%,N/A
9006,powder,Mask R-CNN + Sam,True,False,6,Random,5%,110%,N/A
9007,powder,Mask R-CNN + Sam,True,False,6,Random,10%,90%,N/A
9008,powder,Mask R-CNN + Sam,True,False,6,Random,10%,100%,N/A
9009,powder,Mask R-CNN + Sam,True,False,6,Random,10%,110%,N/A
9010,powder,Mask R-CNN + Sam,True,False,6,Random,15%,90%,N/A
9011,powder,Mask R-CNN + Sam,True,False,6,Random,15%,100%,N/A
9012,powder,Mask R-CNN + Sam,True,False,6,Random,15%,110%,N/A
9013,powder,Mask R-CNN + Sam,True,False,6,Distance Max,0%,90%,N/A
9014,powder,Mask R-CNN + Sam,True,False,6,Distance Max,0%,100%,N/A
9015,powder,Mask R-CNN + Sam,True,False,6,Distance Max,0%,110%,N/A
9016,powder,Mask R-CNN + Sam,True,False,6,Distance Max,5%,90%,N/A
9017,powder,Mask R-CNN + Sam,True,False,6,Distance Max,5%,100%,N/A
9018,powder,Mask R-CNN + Sam,True,False,6,Distance Max,5%,110%,N/A
9019,powder,Mask R-CNN + Sam,True,False,6,Distance Max,10%,90%,N/A
9020,powder,Mask R-CNN + Sam,True,False,6,Distance Max,10%,100%,N/A
9021,powder,Mask R-CNN + Sam,True,False,6,Distance Max,10%,110%,N/A
9022,powder,Mask R-CNN + Sam,True,False,6,Distance Max,15%,90%,N/A
9023,powder,Mask R-CNN + Sam,True,False,6,Distance Max,15%,100%,N/A
9024,powder,Mask R-CNN + Sam,True,False,6,Distance Max,15%,110%,N/A
9025,powder,Mask R-CNN + Sam,True,False,6,Voronoi,0%,90%,N/A
9026,powder,Mask R-CNN + Sam,True,False,6,Voronoi,0%,100%,N/A
9027,powder,Mask R-CNN + Sam,True,False,6,Voronoi,0%,110%,N/A
9028,powder,Mask R-CNN + Sam,True,False,6,Voronoi,5%,90%,N/A
9029,powder,Mask R-CNN + Sam,True,False,6,Voronoi,5%,100%,N/A
9030,powder,Mask R-CNN + Sam,True,False,6,Voronoi,5%,110%,N/A
9031,powder,Mask R-CNN + Sam,True,False,6,Voronoi,10%,90%,N/A
9032,powder,Mask R-CNN + Sam,True,False,6,Voronoi,10%,100%,N/A
9033,powder,Mask R-CNN + Sam,True,False,6,Voronoi,10%,110%,N/A
9034,powder,Mask R-CNN + Sam,True,False,6,Voronoi,15%,90%,N/A
9035,powder,Mask R-CNN + Sam,True,False,6,Voronoi,15%,100%,N/A
9036,powder,Mask R-CNN + Sam,True,False,6,Voronoi,15%,110%,N/A
9037,powder,Mask R-CNN + Sam,True,False,7,Random,0%,90%,N/A
9038,powder,Mask R-CNN + Sam,True,False,7,Random,0%,100%,N/A
9039,powder,Mask R-CNN + Sam,True,False,7,Random,0%,110%,N/A
9040,powder,Mask R-CNN + Sam,True,False,7,Random,5%,90%,N/A
9041,powder,Mask R-CNN + Sam,True,False,7,Random,5%,100%,N/A
9042,powder,Mask R-CNN + Sam,True,False,7,Random,5%,110%,N/A
9043,powder,Mask R-CNN + Sam,True,False,7,Random,10%,90%,N/A
9044,powder,Mask R-CNN + Sam,True,False,7,Random,10%,100%,N/A
9045,powder,Mask R-CNN + Sam,True,False,7,Random,10%,110%,N/A
9046,powder,Mask R-CNN + Sam,True,False,7,Random,15%,90%,N/A
9047,powder,Mask R-CNN + Sam,True,False,7,Random,15%,100%,N/A
9048,powder,Mask R-CNN + Sam,True,False,7,Random,15%,110%,N/A
9049,powder,Mask R-CNN + Sam,True,False,7,Distance Max,0%,90%,N/A
9050,powder,Mask R-CNN + Sam,True,False,7,Distance Max,0%,100%,N/A
9051,powder,Mask R-CNN + Sam,True,False,7,Distance Max,0%,110%,N/A
9052,powder,Mask R-CNN + Sam,True,False,7,Distance Max,5%,90%,N/A
9053,powder,Mask R-CNN + Sam,True,False,7,Distance Max,5%,100%,N/A
9054,powder,Mask R-CNN + Sam,True,False,7,Distance Max,5%,110%,N/A
9055,powder,Mask R-CNN + Sam,True,False,7,Distance Max,10%,90%,N/A
9056,powder,Mask R-CNN + Sam,True,False,7,Distance Max,10%,100%,N/A
9057,powder,Mask R-CNN + Sam,True,False,7,Distance Max,10%,110%,N/A
9058,powder,Mask R-CNN + Sam,True,False,7,Distance Max,15%,90%,N/A
9059,powder,Mask R-CNN + Sam,True,False,7,Distance Max,15%,100%,N/A
9060,powder,Mask R-CNN + Sam,True,False,7,Distance Max,15%,110%,N/A
9061,powder,Mask R-CNN + Sam,True,False,7,Voronoi,0%,90%,N/A
9062,powder,Mask R-CNN + Sam,True,False,7,Voronoi,0%,100%,N/A
9063,powder,Mask R-CNN + Sam,True,False,7,Voronoi,0%,110%,N/A
9064,powder,Mask R-CNN + Sam,True,False,7,Voronoi,5%,90%,N/A
9065,powder,Mask R-CNN + Sam,True,False,7,Voronoi,5%,100%,N/A
9066,powder,Mask R-CNN + Sam,True,False,7,Voronoi,5%,110%,N/A
9067,powder,Mask R-CNN + Sam,True,False,7,Voronoi,10%,90%,N/A
9068,powder,Mask R-CNN + Sam,True,False,7,Voronoi,10%,100%,N/A
9069,powder,Mask R-CNN + Sam,True,False,7,Voronoi,10%,110%,N/A
9070,powder,Mask R-CNN + Sam,True,False,7,Voronoi,15%,90%,N/A
9071,powder,Mask R-CNN + Sam,True,False,7,Voronoi,15%,100%,N/A
9072,powder,Mask R-CNN + Sam,True,False,7,Voronoi,15%,110%,N/A
9073,powder,Mask R-CNN + Sam,False,True,1,Random,0%,N/A,90%
9074,powder,Mask R-CNN + Sam,False,True,1,Random,0%,N/A,100%
9075,powder,Mask R-CNN + Sam,False,True,1,Random,0%,N/A,110%
9076,powder,Mask R-CNN + Sam,False,True,1,Random,5%,N/A,90%
9077,powder,Mask R-CNN + Sam,False,True,1,Random,5%,N/A,100%
9078,powder,Mask R-CNN + Sam,False,True,1,Random,5%,N/A,110%
9079,powder,Mask R-CNN + Sam,False,True,1,Random,10%,N/A,90%
9080,powder,Mask R-CNN + Sam,False,True,1,Random,10%,N/A,100%
9081,powder,Mask R-CNN + Sam,False,True,1,Random,10%,N/A,110%
9082,powder,Mask R-CNN + Sam,False,True,1,Random,15%,N/A,90%
9083,powder,Mask R-CNN + Sam,False,True,1,Random,15%,N/A,100%
9084,powder,Mask R-CNN + Sam,False,True,1,Random,15%,N/A,110%
9085,powder,Mask R-CNN + Sam,False,True,1,Distance Max,0%,N/A,90%
9086,powder,Mask R-CNN + Sam,False,True,1,Distance Max,0%,N/A,100%
9087,powder,Mask R-CNN + Sam,False,True,1,Distance Max,0%,N/A,110%
9088,powder,Mask R-CNN + Sam,False,True,1,Distance Max,5%,N/A,90%
9089,powder,Mask R-CNN + Sam,False,True,1,Distance Max,5%,N/A,100%
9090,powder,Mask R-CNN + Sam,False,True,1,Distance Max,5%,N/A,110%
9091,powder,Mask R-CNN + Sam,False,True,1,Distance Max,10%,N/A,90%
9092,powder,Mask R-CNN + Sam,False,True,1,Distance Max,10%,N/A,100%
9093,powder,Mask R-CNN + Sam,False,True,1,Distance Max,10%,N/A,110%
9094,powder,Mask R-CNN + Sam,False,True,1,Distance Max,15%,N/A,90%
9095,powder,Mask R-CNN + Sam,False,True,1,Distance Max,15%,N/A,100%
9096,powder,Mask R-CNN + Sam,False,True,1,Distance Max,15%,N/A,110%
9097,powder,Mask R-CNN + Sam,False,True,1,Voronoi,0%,N/A,90%
9098,powder,Mask R-CNN + Sam,False,True,1,Voronoi,0%,N/A,100%
9099,powder,Mask R-CNN + Sam,False,True,1,Voronoi,0%,N/A,110%
9100,powder,Mask R-CNN + Sam,False,True,1,Voronoi,5%,N/A,90%
9101,powder,Mask R-CNN + Sam,False,True,1,Voronoi,5%,N/A,100%
