ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
9102,powder,Mask R-CNN + Sam,False,True,1,Voronoi,5%,N/A,110%
9103,powder,Mask R-CNN + Sam,False,True,1,Voronoi,10%,N/A,90%
9104,powder,Mask R-CNN + Sam,False,True,1,Voronoi,10%,N/A,100%
9105,powder,Mask R-CNN + Sam,False,True,1,Voronoi,10%,N/A,110%
9106,powder,Mask R-CNN + Sam,False,True,1,Voronoi,15%,N/A,90%
9107,powder,Mask R-CNN + Sam,False,True,1,Voronoi,15%,N/A,100%
9108,powder,Mask R-CNN + Sam,False,True,1,Voronoi,15%,N/A,110%
9109,powder,Mask R-CNN + Sam,False,True,2,Random,0%,N/A,90%
9110,powder,Mask R-CNN + Sam,False,True,2,Random,0%,N/A,100%
9111,powder,Mask R-CNN + Sam,False,True,2,Random,0%,N/A,110%
9112,powder,Mask R-CNN + Sam,False,True,2,Random,5%,N/A,90%
9113,powder,Mask R-CNN + Sam,False,True,2,Random,5%,N/A,100%
9114,powder,Mask R-CNN + Sam,False,True,2,Random,5%,N/A,110%
9115,powder,Mask R-CNN + Sam,False,True,2,Random,10%,N/A,90%
9116,powder,Mask R-CNN + Sam,False,True,2,Random,10%,N/A,100%
9117,powder,Mask R-CNN + Sam,False,True,2,Random,10%,N/A,110%
9118,powder,Mask R-CNN + Sam,False,True,2,Random,15%,N/A,90%
9119,powder,Mask R-CNN + Sam,False,True,2,Random,15%,N/A,100%
9120,powder,Mask R-CNN + Sam,False,True,2,Random,15%,N/A,110%
9121,powder,Mask R-CNN + Sam,False,True,2,Distance Max,0%,N/A,90%
9122,powder,Mask R-CNN + Sam,False,True,2,Distance Max,0%,N/A,100%
9123,powder,Mask R-CNN + Sam,False,True,2,Distance Max,0%,N/A,110%
9124,powder,Mask R-CNN + Sam,False,True,2,Distance Max,5%,N/A,90%
9125,powder,Mask R-CNN + Sam,False,True,2,Distance Max,5%,N/A,100%
9126,powder,Mask R-CNN + Sam,False,True,2,Distance Max,5%,N/A,110%
9127,powder,Mask R-CNN + Sam,False,True,2,Distance Max,10%,N/A,90%
9128,powder,Mask R-CNN + Sam,False,True,2,Distance Max,10%,N/A,100%
9129,powder,Mask R-CNN + Sam,False,True,2,Distance Max,10%,N/A,110%
9130,powder,Mask R-CNN + Sam,False,True,2,Distance Max,15%,N/A,90%
9131,powder,Mask R-CNN + Sam,False,True,2,Distance Max,15%,N/A,100%
9132,powder,Mask R-CNN + Sam,False,True,2,Distance Max,15%,N/A,110%
9133,powder,Mask R-CNN + Sam,False,True,2,Voronoi,0%,N/A,90%
9134,powder,Mask R-CNN + Sam,False,True,2,Voronoi,0%,N/A,100%
9135,powder,Mask R-CNN + Sam,False,True,2,Voronoi,0%,N/A,110%
9136,powder,Mask R-CNN + Sam,False,True,2,Voronoi,5%,N/A,90%
9137,powder,Mask R-CNN + Sam,False,True,2,Voronoi,5%,N/A,100%
9138,powder,Mask R-CNN + Sam,False,True,2,Voronoi,5%,N/A,110%
9139,powder,Mask R-CNN + Sam,False,True,2,Voronoi,10%,N/A,90%
9140,powder,Mask R-CNN + Sam,False,True,2,Voronoi,10%,N/A,100%
9141,powder,Mask R-CNN + Sam,False,True,2,Voronoi,10%,N/A,110%
9142,powder,Mask R-CNN + Sam,False,True,2,Voronoi,15%,N/A,90%
9143,powder,Mask R-CNN + Sam,False,True,2,Voronoi,15%,N/A,100%
9144,powder,Mask R-CNN + Sam,False,True,2,Voronoi,15%,N/A,110%
9145,powder,Mask R-CNN + Sam,False,True,3,Random,0%,N/A,90%
9146,powder,Mask R-CNN + Sam,False,True,3,Random,0%,N/A,100%
9147,powder,Mask R-CNN + Sam,False,True,3,Random,0%,N/A,110%
9148,powder,Mask R-CNN + Sam,False,True,3,Random,5%,N/A,90%
9149,powder,Mask R-CNN + Sam,False,True,3,Random,5%,N/A,100%
9150,powder,Mask R-CNN + Sam,False,True,3,Random,5%,N/A,110%
9151,powder,Mask R-CNN + Sam,False,True,3,Random,10%,N/A,90%
9152,powder,Mask R-CNN + Sam,False,True,3,Random,10%,N/A,100%
9153,powder,Mask R-CNN + Sam,False,True,3,Random,10%,N/A,110%
9154,powder,Mask R-CNN + Sam,False,True,3,Random,15%,N/A,90%
9155,powder,Mask R-CNN + Sam,False,True,3,Random,15%,N/A,100%
9156,powder,Mask R-CNN + Sam,False,True,3,Random,15%,N/A,110%
9157,powder,Mask R-CNN + Sam,False,True,3,Distance Max,0%,N/A,90%
9158,powder,Mask R-CNN + Sam,False,True,3,Distance Max,0%,N/A,100%
9159,powder,Mask R-CNN + Sam,False,True,3,Distance Max,0%,N/A,110%
9160,powder,Mask R-CNN + Sam,False,True,3,Distance Max,5%,N/A,90%
9161,powder,Mask R-CNN + Sam,False,True,3,Distance Max,5%,N/A,100%
9162,powder,Mask R-CNN + Sam,False,True,3,Distance Max,5%,N/A,110%
9163,powder,Mask R-CNN + Sam,False,True,3,Distance Max,10%,N/A,90%
9164,powder,Mask R-CNN + Sam,False,True,3,Distance Max,10%,N/A,100%
9165,powder,Mask R-CNN + Sam,False,True,3,Distance Max,10%,N/A,110%
9166,powder,Mask R-CNN + Sam,False,True,3,Distance Max,15%,N/A,90%
9167,powder,Mask R-CNN + Sam,False,True,3,Distance Max,15%,N/A,100%
9168,powder,Mask R-CNN + Sam,False,True,3,Distance Max,15%,N/A,110%
9169,powder,Mask R-CNN + Sam,False,True,3,Voronoi,0%,N/A,90%
9170,powder,Mask R-CNN + Sam,False,True,3,Voronoi,0%,N/A,100%
9171,powder,Mask R-CNN + Sam,False,True,3,Voronoi,0%,N/A,110%
9172,powder,Mask R-CNN + Sam,False,True,3,Voronoi,5%,N/A,90%
9173,powder,Mask R-CNN + Sam,False,True,3,Voronoi,5%,N/A,100%
9174,powder,Mask R-CNN + Sam,False,True,3,Voronoi,5%,N/A,110%
9175,powder,Mask R-CNN + Sam,False,True,3,Voronoi,10%,N/A,90%
9176,powder,Mask R-CNN + Sam,False,True,3,Voronoi,10%,N/A,100%
9177,powder,Mask R-CNN + Sam,False,True,3,Voronoi,10%,N/A,110%
9178,powder,Mask R-CNN + Sam,False,True,3,Voronoi,15%,N/A,90%
9179,powder,Mask R-CNN + Sam,False,True,3,Voronoi,15%,N/A,100%
9180,powder,Mask R-CNN + Sam,False,True,3,Voronoi,15%,N/A,110%
9181,powder,Mask R-CNN + Sam,False,True,4,Random,0%,N/A,90%
9182,powder,Mask R-CNN + Sam,False,True,4,Random,0%,N/A,100%
9183,powder,Mask R-CNN + Sam,False,True,4,Random,0%,N/A,110%
9184,powder,Mask R-CNN + Sam,False,True,4,Random,5%,N/A,90%
9185,powder,Mask R-CNN + Sam,False,True,4,Random,5%,N/A,100%
9186,powder,Mask R-CNN + Sam,False,True,4,Random,5%,N/A,110%
9187,powder,Mask R-CNN + Sam,False,True,4,Random,10%,N/A,90%
9188,powder,Mask R-CNN + Sam,False,True,4,Random,10%,N/A,100%
9189,powder,Mask R-CNN + Sam,False,True,4,Random,10%,N/A,110%
9190,powder,Mask R-CNN + Sam,False,True,4,Random,15%,N/A,90%
9191,powder,Mask R-CNN + Sam,False,True,4,Random,15%,N/A,100%
9192,powder,Mask R-CNN + Sam,False,True,4,Random,15%,N/A,110%
9193,powder,Mask R-CNN + Sam,False,True,4,Distance Max,0%,N/A,90%
9194,powder,Mask R-CNN + Sam,False,True,4,Distance Max,0%,N/A,100%
9195,powder,Mask R-CNN + Sam,False,True,4,Distance Max,0%,N/A,110%
9196,powder,Mask R-CNN + Sam,False,True,4,Distance Max,5%,N/A,90%
9197,powder,Mask R-CNN + Sam,False,True,4,Distance Max,5%,N/A,100%
9198,powder,Mask R-CNN + Sam,False,True,4,Distance Max,5%,N/A,110%
9199,powder,Mask R-CNN + Sam,False,True,4,Distance Max,10%,N/A,90%
9200,powder,Mask R-CNN + Sam,False,True,4,Distance Max,10%,N/A,100%
9201,powder,Mask R-CNN + Sam,False,True,4,Distance Max,10%,N/A,110%
9202,powder,Mask R-CNN + Sam,False,True,4,Distance Max,15%,N/A,90%
9203,powder,Mask R-CNN + Sam,False,True,4,Distance Max,15%,N/A,100%
9204,powder,Mask R-CNN + Sam,False,True,4,Distance Max,15%,N/A,110%
9205,powder,Mask R-CNN + Sam,False,True,4,Voronoi,0%,N/A,90%
9206,powder,Mask R-CNN + Sam,False,True,4,Voronoi,0%,N/A,100%
9207,powder,Mask R-CNN + Sam,False,True,4,Voronoi,0%,N/A,110%
9208,powder,Mask R-CNN + Sam,False,True,4,Voronoi,5%,N/A,90%
9209,powder,Mask R-CNN + Sam,False,True,4,Voronoi,5%,N/A,100%
9210,powder,Mask R-CNN + Sam,False,True,4,Voronoi,5%,N/A,110%
9211,powder,Mask R-CNN + Sam,False,True,4,Voronoi,10%,N/A,90%
9212,powder,Mask R-CNN + Sam,False,True,4,Voronoi,10%,N/A,100%
9213,powder,Mask R-CNN + Sam,False,True,4,Voronoi,10%,N/A,110%
9214,powder,Mask R-CNN + Sam,False,True,4,Voronoi,15%,N/A,90%
9215,powder,Mask R-CNN + Sam,False,True,4,Voronoi,15%,N/A,100%
9216,powder,Mask R-CNN + Sam,False,True,4,Voronoi,15%,N/A,110%
9217,powder,Mask R-CNN + Sam,False,True,5,Random,0%,N/A,90%
9218,powder,Mask R-CNN + Sam,False,True,5,Random,0%,N/A,100%
9219,powder,Mask R-CNN + Sam,False,True,5,Random,0%,N/A,110%
9220,powder,Mask R-CNN + Sam,False,True,5,Random,5%,N/A,90%
9221,powder,Mask R-CNN + Sam,False,True,5,Random,5%,N/A,100%
9222,powder,Mask R-CNN + Sam,False,True,5,Random,5%,N/A,110%
9223,powder,Mask R-CNN + Sam,False,True,5,Random,10%,N/A,90%
9224,powder,Mask R-CNN + Sam,False,True,5,Random,10%,N/A,100%
9225,powder,Mask R-CNN + Sam,False,True,5,Random,10%,N/A,110%
9226,powder,Mask R-CNN + Sam,False,True,5,Random,15%,N/A,90%
9227,powder,Mask R-CNN + Sam,False,True,5,Random,15%,N/A,100%
9228,powder,Mask R-CNN + Sam,False,True,5,Random,15%,N/A,110%
9229,powder,Mask R-CNN + Sam,False,True,5,Distance Max,0%,N/A,90%
9230,powder,Mask R-CNN + Sam,False,True,5,Distance Max,0%,N/A,100%
9231,powder,Mask R-CNN + Sam,False,True,5,Distance Max,0%,N/A,110%
9232,powder,Mask R-CNN + Sam,False,True,5,Distance Max,5%,N/A,90%
9233,powder,Mask R-CNN + Sam,False,True,5,Distance Max,5%,N/A,100%
9234,powder,Mask R-CNN + Sam,False,True,5,Distance Max,5%,N/A,110%
9235,powder,Mask R-CNN + Sam,False,True,5,Distance Max,10%,N/A,90%
9236,powder,Mask R-CNN + Sam,False,True,5,Distance Max,10%,N/A,100%
9237,powder,Mask R-CNN + Sam,False,True,5,Distance Max,10%,N/A,110%
9238,powder,Mask R-CNN + Sam,False,True,5,Distance Max,15%,N/A,90%
9239,powder,Mask R-CNN + Sam,False,True,5,Distance Max,15%,N/A,100%
9240,powder,Mask R-CNN + Sam,False,True,5,Distance Max,15%,N/A,110%
9241,powder,Mask R-CNN + Sam,False,True,5,Voronoi,0%,N/A,90%
9242,powder,Mask R-CNN + Sam,False,True,5,Voronoi,0%,N/A,100%
9243,powder,Mask R-CNN + Sam,False,True,5,Voronoi,0%,N/A,110%
9244,powder,Mask R-CNN + Sam,False,True,5,Voronoi,5%,N/A,90%
9245,powder,Mask R-CNN + Sam,False,True,5,Voronoi,5%,N/A,100%
9246,powder,Mask R-CNN + Sam,False,True,5,Voronoi,5%,N/A,110%
9247,powder,Mask R-CNN + Sam,False,True,5,Voronoi,10%,N/A,90%
9248,powder,Mask R-CNN + Sam,False,True,5,Voronoi,10%,N/A,100%
9249,powder,Mask R-CNN + Sam,False,True,5,Voronoi,10%,N/A,110%
9250,powder,Mask R-CNN + Sam,False,True,5,Voronoi,15%,N/A,90%
9251,powder,Mask R-CNN + Sam,False,True,5,Voronoi,15%,N/A,100%
9252,powder,Mask R-CNN + Sam,False,True,5,Voronoi,15%,N/A,110%
9253,powder,Mask R-CNN + Sam,False,True,6,Random,0%,N/A,90%
9254,powder,Mask R-CNN + Sam,False,True,6,Random,0%,N/A,100%
9255,powder,Mask R-CNN + Sam,False,True,6,Random,0%,N/A,110%
9256,powder,Mask R-CNN + Sam,False,True,6,Random,5%,N/A,90%
9257,powder,Mask R-CNN + Sam,False,True,6,Random,5%,N/A,100%
9258,powder,Mask R-CNN + Sam,False,True,6,Random,5%,N/A,110%
9259,powder,Mask R-CNN + Sam,False,True,6,Random,10%,N/A,90%
9260,powder,Mask R-CNN + Sam,False,True,6,Random,10%,N/A,100%
9261,powder,Mask R-CNN + Sam,False,True,6,Random,10%,N/A,110%
9262,powder,Mask R-CNN + Sam,False,True,6,Random,15%,N/A,90%
9263,powder,Mask R-CNN + Sam,False,True,6,Random,15%,N/A,100%
9264,powder,Mask R-CNN + Sam,False,True,6,Random,15%,N/A,110%
9265,powder,Mask R-CNN + Sam,False,True,6,Distance Max,0%,N/A,90%
9266,powder,Mask R-CNN + Sam,False,True,6,Distance Max,0%,N/A,100%
9267,powder,Mask R-CNN + Sam,False,True,6,Distance Max,0%,N/A,110%
9268,powder,Mask R-CNN + Sam,False,True,6,Distance Max,5%,N/A,90%
9269,powder,Mask R-CNN + Sam,False,True,6,Distance Max,5%,N/A,100%
9270,powder,Mask R-CNN + Sam,False,True,6,Distance Max,5%,N/A,110%
9271,powder,Mask R-CNN + Sam,False,True,6,Distance Max,10%,N/A,90%
9272,powder,Mask R-CNN + Sam,False,True,6,Distance Max,10%,N/A,100%
9273,powder,Mask R-CNN + Sam,False,True,6,Distance Max,10%,N/A,110%
9274,powder,Mask R-CNN + Sam,False,True,6,Distance Max,15%,N/A,90%
9275,powder,Mask R-CNN + Sam,False,True,6,Distance Max,15%,N/A,100%
9276,powder,Mask R-CNN + Sam,False,True,6,Distance Max,15%,N/A,110%
9277,powder,Mask R-CNN + Sam,False,True,6,Voronoi,0%,N/A,90%
9278,powder,Mask R-CNN + Sam,False,True,6,Voronoi,0%,N/A,100%
9279,powder,Mask R-CNN + Sam,False,True,6,Voronoi,0%,N/A,110%
9280,powder,Mask R-CNN + Sam,False,True,6,Voronoi,5%,N/A,90%
9281,powder,Mask R-CNN + Sam,False,True,6,Voronoi,5%,N/A,100%
9282,powder,Mask R-CNN + Sam,False,True,6,Voronoi,5%,N/A,110%
9283,powder,Mask R-CNN + Sam,False,True,6,Voronoi,10%,N/A,90%
9284,powder,Mask R-CNN + Sam,False,True,6,Voronoi,10%,N/A,100%
9285,powder,Mask R-CNN + Sam,False,True,6,Voronoi,10%,N/A,110%
9286,powder,Mask R-CNN + Sam,False,True,6,Voronoi,15%,N/A,90%
9287,powder,Mask R-CNN + Sam,False,True,6,Voronoi,15%,N/A,100%
9288,powder,Mask R-CNN + Sam,False,True,6,Voronoi,15%,N/A,110%
9289,powder,Mask R-CNN + Sam,False,True,7,Random,0%,N/A,90%
9290,powder,Mask R-CNN + Sam,False,True,7,Random,0%,N/A,100%
9291,powder,Mask R-CNN + Sam,False,True,7,Random,0%,N/A,110%
9292,powder,Mask R-CNN + Sam,False,True,7,Random,5%,N/A,90%
9293,powder,Mask R-CNN + Sam,False,True,7,Random,5%,N/A,100%
9294,powder,Mask R-CNN + Sam,False,True,7,Random,5%,N/A,110%
9295,powder,Mask R-CNN + Sam,False,True,7,Random,10%,N/A,90%
9296,powder,Mask R-CNN + Sam,False,True,7,Random,10%,N/A,100%
9297,powder,Mask R-CNN + Sam,False,True,7,Random,10%,N/A,110%
9298,powder,Mask R-CNN + Sam,False,True,7,Random,15%,N/A,90%
9299,powder,Mask R-CNN + Sam,False,True,7,Random,15%,N/A,100%
9300,powder,Mask R-CNN + Sam,False,True,7,Random,15%,N/A,110%
9301,powder,Mask R-CNN + Sam,False,True,7,Distance Max,0%,N/A,90%
9302,powder,Mask R-CNN + Sam,False,True,7,Distance Max,0%,N/A,100%
9303,powder,Mask R-CNN + Sam,False,True,7,Distance Max,0%,N/A,110%
9304,powder,Mask R-CNN + Sam,False,True,7,Distance Max,5%,N/A,90%
9305,powder,Mask R-CNN + Sam,False,True,7,Distance Max,5%,N/A,100%
9306,powder,Mask R-CNN + Sam,False,True,7,Distance Max,5%,N/A,110%
9307,powder,Mask R-CNN + Sam,False,True,7,Distance Max,10%,N/A,90%
9308,powder,Mask R-CNN + Sam,False,True,7,Distance Max,10%,N/A,100%
9309,powder,Mask R-CNN + Sam,False,True,7,Distance Max,10%,N/A,110%
9310,powder,Mask R-CNN + Sam,False,True,7,Distance Max,15%,N/A,90%
9311,powder,Mask R-CNN + Sam,False,True,7,Distance Max,15%,N/A,100%
9312,powder,Mask R-CNN + Sam,False,True,7,Distance Max,15%,N/A,110%
9313,powder,Mask R-CNN + Sam,False,True,7,Voronoi,0%,N/A,90%
9314,powder,Mask R-CNN + Sam,False,True,7,Voronoi,0%,N/A,100%
9315,powder,Mask R-CNN + Sam,False,True,7,Voronoi,0%,N/A,110%
9316,powder,Mask R-CNN + Sam,False,True,7,Voronoi,5%,N/A,90%
9317,powder,Mask R-CNN + Sam,False,True,7,Voronoi,5%,N/A,100%
9318,powder,Mask R-CNN + Sam,False,True,7,Voronoi,5%,N/A,110%
9319,powder,Mask R-CNN + Sam,False,True,7,Voronoi,10%,N/A,90%
9320,powder,Mask R-CNN + Sam,False,True,7,Voronoi,10%,N/A,100%
9321,powder,Mask R-CNN + Sam,False,True,7,Voronoi,10%,N/A,110%
9322,powder,Mask R-CNN + Sam,False,True,7,Voronoi,15%,N/A,90%
9323,powder,Mask R-CNN + Sam,False,True,7,Voronoi,15%,N/A,100%
9324,powder,Mask R-CNN + Sam,False,True,7,Voronoi,15%,N/A,110%
9325,powder,Mask R-CNN + Sam,False,False,1,Random,0%,N/A,N/A
9326,powder,Mask R-CNN + Sam,False,False,1,Random,5%,N/A,N/A
9327,powder,Mask R-CNN + Sam,False,False,1,Random,10%,N/A,N/A
9328,powder,Mask R-CNN + Sam,False,False,1,Random,15%,N/A,N/A
9329,powder,Mask R-CNN + Sam,False,False,1,Distance Max,0%,N/A,N/A
9330,powder,Mask R-CNN + Sam,False,False,1,Distance Max,5%,N/A,N/A
9331,powder,Mask R-CNN + Sam,False,False,1,Distance Max,10%,N/A,N/A
9332,powder,Mask R-CNN + Sam,False,False,1,Distance Max,15%,N/A,N/A
9333,powder,Mask R-CNN + Sam,False,False,1,Voronoi,0%,N/A,N/A
9334,powder,Mask R-CNN + Sam,False,False,1,Voronoi,5%,N/A,N/A
9335,powder,Mask R-CNN + Sam,False,False,1,Voronoi,10%,N/A,N/A
9336,powder,Mask R-CNN + Sam,False,False,1,Voronoi,15%,N/A,N/A
9337,powder,Mask R-CNN + Sam,False,False,2,Random,0%,N/A,N/A
9338,powder,Mask R-CNN + Sam,False,False,2,Random,5%,N/A,N/A
9339,powder,Mask R-CNN + Sam,False,False,2,Random,10%,N/A,N/A
9340,powder,Mask R-CNN + Sam,False,False,2,Random,15%,N/A,N/A
9341,powder,Mask R-CNN + Sam,False,False,2,Distance Max,0%,N/A,N/A
9342,powder,Mask R-CNN + Sam,False,False,2,Distance Max,5%,N/A,N/A
9343,powder,Mask R-CNN + Sam,False,False,2,Distance Max,10%,N/A,N/A
9344,powder,Mask R-CNN + Sam,False,False,2,Distance Max,15%,N/A,N/A
9345,powder,Mask R-CNN + Sam,False,False,2,Voronoi,0%,N/A,N/A
9346,powder,Mask R-CNN + Sam,False,False,2,Voronoi,5%,N/A,N/A
9347,powder,Mask R-CNN + Sam,False,False,2,Voronoi,10%,N/A,N/A
9348,powder,Mask R-CNN + Sam,False,False,2,Voronoi,15%,N/A,N/A
9349,powder,Mask R-CNN + Sam,False,False,3,Random,0%,N/A,N/A
9350,powder,Mask R-CNN + Sam,False,False,3,Random,5%,N/A,N/A
9351,powder,Mask R-CNN + Sam,False,False,3,Random,10%,N/A,N/A
9352,powder,Mask R-CNN + Sam,False,False,3,Random,15%,N/A,N/A
9353,powder,Mask R-CNN + Sam,False,False,3,Distance Max,0%,N/A,N/A
9354,powder,Mask R-CNN + Sam,False,False,3,Distance Max,5%,N/A,N/A
9355,powder,Mask R-CNN + Sam,False,False,3,Distance Max,10%,N/A,N/A
9356,powder,Mask R-CNN + Sam,False,False,3,Distance Max,15%,N/A,N/A
9357,powder,Mask R-CNN + Sam,False,False,3,Voronoi,0%,N/A,N/A
9358,powder,Mask R-CNN + Sam,False,False,3,Voronoi,5%,N/A,N/A
9359,powder,Mask R-CNN + Sam,False,False,3,Voronoi,10%,N/A,N/A
9360,powder,Mask R-CNN + Sam,False,False,3,Voronoi,15%,N/A,N/A
9361,powder,Mask R-CNN + Sam,False,False,4,Random,0%,N/A,N/A
9362,powder,Mask R-CNN + Sam,False,False,4,Random,5%,N/A,N/A
9363,powder,Mask R-CNN + Sam,False,False,4,Random,10%,N/A,N/A
9364,powder,Mask R-CNN + Sam,False,False,4,Random,15%,N/A,N/A
9365,powder,Mask R-CNN + Sam,False,False,4,Distance Max,0%,N/A,N/A
9366,powder,Mask R-CNN + Sam,False,False,4,Distance Max,5%,N/A,N/A
9367,powder,Mask R-CNN + Sam,False,False,4,Distance Max,10%,N/A,N/A
9368,powder,Mask R-CNN + Sam,False,False,4,Distance Max,15%,N/A,N/A
9369,powder,Mask R-CNN + Sam,False,False,4,Voronoi,0%,N/A,N/A
9370,powder,Mask R-CNN + Sam,False,False,4,Voronoi,5%,N/A,N/A
9371,powder,Mask R-CNN + Sam,False,False,4,Voronoi,10%,N/A,N/A
9372,powder,Mask R-CNN + Sam,False,False,4,Voronoi,15%,N/A,N/A
9373,powder,Mask R-CNN + Sam,False,False,5,Random,0%,N/A,N/A
9374,powder,Mask R-CNN + Sam,False,False,5,Random,5%,N/A,N/A
9375,powder,Mask R-CNN + Sam,False,False,5,Random,10%,N/A,N/A
9376,powder,Mask R-CNN + Sam,False,False,5,Random,15%,N/A,N/A
9377,powder,Mask R-CNN + Sam,False,False,5,Distance Max,0%,N/A,N/A
9378,powder,Mask R-CNN + Sam,False,False,5,Distance Max,5%,N/A,N/A
9379,powder,Mask R-CNN + Sam,False,False,5,Distance Max,10%,N/A,N/A
9380,powder,Mask R-CNN + Sam,False,False,5,Distance Max,15%,N/A,N/A
9381,powder,Mask R-CNN + Sam,False,False,5,Voronoi,0%,N/A,N/A
9382,powder,Mask R-CNN + Sam,False,False,5,Voronoi,5%,N/A,N/A
9383,powder,Mask R-CNN + Sam,False,False,5,Voronoi,10%,N/A,N/A
9384,powder,Mask R-CNN + Sam,False,False,5,Voronoi,15%,N/A,N/A
9385,powder,Mask R-CNN + Sam,False,False,6,Random,0%,N/A,N/A
9386,powder,Mask R-CNN + Sam,False,False,6,Random,5%,N/A,N/A
9387,powder,Mask R-CNN + Sam,False,False,6,Random,10%,N/A,N/A
9388,powder,Mask R-CNN + Sam,False,False,6,Random,15%,N/A,N/A
9389,powder,Mask R-CNN + Sam,False,False,6,Distance Max,0%,N/A,N/A
9390,powder,Mask R-CNN + Sam,False,False,6,Distance Max,5%,N/A,N/A
9391,powder,Mask R-CNN + Sam,False,False,6,Distance Max,10%,N/A,N/A
9392,powder,Mask R-CNN + Sam,False,False,6,Distance Max,15%,N/A,N/A
9393,powder,Mask R-CNN + Sam,False,False,6,Voronoi,0%,N/A,N/A
9394,powder,Mask R-CNN + Sam,False,False,6,Voronoi,5%,N/A,N/A
9395,powder,Mask R-CNN + Sam,False,False,6,Voronoi,10%,N/A,N/A
9396,powder,Mask R-CNN + Sam,False,False,6,Voronoi,15%,N/A,N/A
9397,powder,Mask R-CNN + Sam,False,False,7,Random,0%,N/A,N/A
9398,powder,Mask R-CNN + Sam,False,False,7,Random,5%,N/A,N/A
9399,powder,Mask R-CNN + Sam,False,False,7,Random,10%,N/A,N/A
9400,powder,Mask R-CNN + Sam,False,False,7,Random,15%,N/A,N/A
9401,powder,Mask R-CNN + Sam,False,False,7,Distance Max,0%,N/A,N/A
9402,powder,Mask R-CNN + Sam,False,False,7,Distance Max,5%,N/A,N/A
9403,powder,Mask R-CNN + Sam,False,False,7,Distance Max,10%,N/A,N/A
9404,powder,Mask R-CNN + Sam,False,False,7,Distance Max,15%,N/A,N/A
9405,powder,Mask R-CNN + Sam,False,False,7,Voronoi,0%,N/A,N/A
9406,powder,Mask R-CNN + Sam,False,False,7,Voronoi,5%,N/A,N/A
9407,powder,Mask R-CNN + Sam,False,False,7,Voronoi,10%,N/A,N/A
9408,powder,Mask R-CNN + Sam,False,False,7,Voronoi,15%,N/A,N/A
9409,powder,Mask2Former + Sam,True,True,1,Random,0%,90%,90%
9410,powder,Mask2Former + Sam,True,True,1,Random,0%,90%,100%
9411,powder,Mask2Former + Sam,True,True,1,Random,0%,90%,110%
9412,powder,Mask2Former + Sam,True,True,1,Random,0%,100%,90%
9413,powder,Mask2Former + Sam,True,True,1,Random,0%,100%,100%
9414,powder,Mask2Former + Sam,True,True,1,Random,0%,100%,110%
9415,powder,Mask2Former + Sam,True,True,1,Random,0%,110%,90%
9416,powder,Mask2Former + Sam,True,True,1,Random,0%,110%,100%
9417,powder,Mask2Former + Sam,True,True,1,Random,0%,110%,110%
9418,powder,Mask2Former + Sam,True,True,1,Random,5%,90%,90%
9419,powder,Mask2Former + Sam,True,True,1,Random,5%,90%,100%
9420,powder,Mask2Former + Sam,True,True,1,Random,5%,90%,110%
9421,powder,Mask2Former + Sam,True,True,1,Random,5%,100%,90%
9422,powder,Mask2Former + Sam,True,True,1,Random,5%,100%,100%
9423,powder,Mask2Former + Sam,True,True,1,Random,5%,100%,110%
9424,powder,Mask2Former + Sam,True,True,1,Random,5%,110%,90%
9425,powder,Mask2Former + Sam,True,True,1,Random,5%,110%,100%
9426,powder,Mask2Former + Sam,True,True,1,Random,5%,110%,110%
9427,powder,Mask2Former + Sam,True,True,1,Random,10%,90%,90%
9428,powder,Mask2Former + Sam,True,True,1,Random,10%,90%,100%
9429,powder,Mask2Former + Sam,True,True,1,Random,10%,90%,110%
9430,powder,Mask2Former + Sam,True,True,1,Random,10%,100%,90%
9431,powder,Mask2Former + Sam,True,True,1,Random,10%,100%,100%
9432,powder,Mask2Former + Sam,True,True,1,Random,10%,100%,110%
9433,powder,Mask2Former + Sam,True,True,1,Random,10%,110%,90%
9434,powder,Mask2Former + Sam,True,True,1,Random,10%,110%,100%
9435,powder,Mask2Former + Sam,True,True,1,Random,10%,110%,110%
9436,powder,Mask2Former + Sam,True,True,1,Random,15%,90%,90%
9437,powder,Mask2Former + Sam,True,True,1,Random,15%,90%,100%
9438,powder,Mask2Former + Sam,True,True,1,Random,15%,90%,110%
9439,powder,Mask2Former + Sam,True,True,1,Random,15%,100%,90%
9440,powder,Mask2Former + Sam,True,True,1,Random,15%,100%,100%
9441,powder,Mask2Former + Sam,True,True,1,Random,15%,100%,110%
9442,powder,Mask2Former + Sam,True,True,1,Random,15%,110%,90%
9443,powder,Mask2Former + Sam,True,True,1,Random,15%,110%,100%
9444,powder,Mask2Former + Sam,True,True,1,Random,15%,110%,110%
9445,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,90%,90%
9446,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,90%,100%
9447,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,90%,110%
9448,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,100%,90%
9449,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,100%,100%
9450,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,100%,110%
9451,powder,Mask2Former + Sam,True,True,1,Distance Max,0%,110%,90%
