ID,Dataset,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion,avg_sam_mask_AP_50_95
5560,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,0%,100%,90%,0.6796466442171801
5561,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,0%,100%,100%,0.6823462745541112
5562,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,0%,100%,110%,0.6845121324289885
5563,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,0%,110%,90%,0.6443580066204004
5564,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,0%,110%,100%,0.6447774903908516
5565,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,0%,110%,110%,0.6443445295629433
5566,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,90%,90%,0.691204600597574
5567,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,90%,100%,0.6892640209904386
5568,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,90%,110%,0.6915539350604002
5569,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,100%,90%,0.6845693796304143
5570,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,100%,100%,0.6824738715991646
5571,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,100%,110%,0.6837044550636573
5572,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,110%,90%,0.6509254063252967
5573,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,110%,100%,0.6424135852756279
5574,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,5%,110%,110%,0.6461673572970111
5575,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,90%,90%,0.6901043366721132
5576,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,90%,100%,0.6916923844463198
5577,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,90%,110%,0.6911986900044724
5578,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,100%,90%,0.6826555075933441
5579,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,100%,100%,0.6829875847690755
5580,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,100%,110%,0.6826250415625147
5581,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,110%,90%,0.6581877570411894
5582,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,110%,100%,0.6439143272586646
5583,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,10%,110%,110%,0.6459577518954984
5584,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,90%,90%,0.689855511277208
5585,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,90%,100%,0.6885056079374099
5586,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,90%,110%,0.6917623134317855
5587,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,100%,90%,0.6838326821435672
5588,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,100%,100%,0.6826756503088518
5589,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,100%,110%,0.6834850233696077
5590,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,110%,90%,0.6577785757378225
5591,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,110%,100%,0.6469077541072517
5592,powder,YOLOv8 Nano + Sam,True,True,2,Voronoi,15%,110%,110%,0.6458941000647319
5593,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,90%,90%,0.6857527336528542
5594,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,90%,100%,0.6804361382742445
5595,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,90%,110%,0.6857099255586667
5596,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,100%,90%,0.669703536694977
5597,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,100%,100%,0.6622511034802919
5598,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,100%,110%,0.6612956206882966
5599,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,110%,90%,0.6279646363795568
5600,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,110%,100%,0.6413260650782648
5601,powder,YOLOv8 Nano + Sam,True,True,3,Random,0%,110%,110%,0.629403919015126
5602,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,90%,90%,0.6879516985149314
5603,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,90%,100%,0.6832099733149193
5604,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,90%,110%,0.6839215860630435
5605,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,100%,90%,0.664393736112826
5606,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,100%,100%,0.6586882937480852
5607,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,100%,110%,0.6656739926692612
5608,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,110%,90%,0.6314271755611814
5609,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,110%,100%,0.6324898393871224
5610,powder,YOLOv8 Nano + Sam,True,True,3,Random,5%,110%,110%,0.636025488376605
5611,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,90%,90%,0.6817521081719032
5612,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,90%,100%,0.6842958524806424
5613,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,90%,110%,0.6843285669078695
5614,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,100%,90%,0.66581885749086
5615,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,100%,100%,0.6663461382043716
5616,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,100%,110%,0.6678249064692188
5617,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,110%,90%,0.6324364338459528
5618,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,110%,100%,0.6398427698560524
5619,powder,YOLOv8 Nano + Sam,True,True,3,Random,10%,110%,110%,0.6356882559885737
5620,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,90%,90%,0.6829318417258017
5621,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,90%,100%,0.6854843400348986
5622,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,90%,110%,0.6779957127602608
5623,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,100%,90%,0.6695107224752479
5624,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,100%,100%,0.6665912769962624
5625,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,100%,110%,0.6583781098482239
5626,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,110%,90%,0.6363193268542606
5627,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,110%,100%,0.6321419586825281
5628,powder,YOLOv8 Nano + Sam,True,True,3,Random,15%,110%,110%,0.6374909695788598
5629,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,90%,90%,0.6603268969843765
5630,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,90%,100%,0.6586362376974036
5631,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,90%,110%,0.6601427486095272
5632,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,100%,90%,0.639914383996515
5633,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,100%,100%,0.6404039129559671
5634,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,100%,110%,0.6404602870608624
5635,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,110%,90%,0.6108175203845952
5636,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,110%,100%,0.6090860808434441
5637,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,0%,110%,110%,0.6089983506984739
5638,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,90%,90%,0.6651862223980389
5639,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,90%,100%,0.6641888723283887
5640,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,90%,110%,0.6646784299374968
5641,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,100%,90%,0.6421883045597065
5642,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,100%,100%,0.6419784554525807
5643,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,100%,110%,0.6406650980855917
5644,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,110%,90%,0.5992351553921856
5645,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,110%,100%,0.6001902690242669
5646,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,5%,110%,110%,0.5983116812057663
5647,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,90%,90%,0.6654297431116818
5648,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,90%,100%,0.6659444848441979
5649,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,90%,110%,0.6653128568333706
5650,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,100%,90%,0.6387784359812291
5651,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,100%,100%,0.6410385125486738
5652,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,100%,110%,0.6407202623001166
5653,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,110%,90%,0.6011778534533812
5654,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,110%,100%,0.6011460853086208
5655,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,10%,110%,110%,0.600974723718269
5656,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,90%,90%,0.6534656704467005
5657,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,90%,100%,0.6529254107641707
5658,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,90%,110%,0.6525829284144422
5659,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,100%,90%,0.6250410406241734
5660,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,100%,100%,0.6248810224938348
5661,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,100%,110%,0.6248810224938348
5662,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,110%,90%,0.5906365076009263
5663,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,110%,100%,0.5919912148670174
5664,powder,YOLOv8 Nano + Sam,True,True,3,Distance Max,15%,110%,110%,0.5905512122434537
5665,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,90%,90%,0.683306599097595
5666,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,90%,100%,0.6847128212806635
5667,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,90%,110%,0.6838970690361685
5668,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,100%,90%,0.6605443159570449
5669,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,100%,100%,0.6671311540075504
5670,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,100%,110%,0.6676819530116334
5671,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,110%,90%,0.632548362571617
5672,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,110%,100%,0.6313180246643558
5673,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,0%,110%,110%,0.6323700789028698
5674,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,90%,90%,0.6802713988915629
5675,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,90%,100%,0.6784129526701881
5676,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,90%,110%,0.6840282533700294
5677,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,100%,90%,0.6661141657693365
5678,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,100%,100%,0.6622719646884843
5679,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,100%,110%,0.6648031054718536
5680,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,110%,90%,0.6326839199017757
5681,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,110%,100%,0.632044948511887
5682,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,5%,110%,110%,0.6349741700055852
5683,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,90%,90%,0.684702785619244
5684,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,90%,100%,0.6834483139681863
5685,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,90%,110%,0.6873264679756226
5686,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,100%,90%,0.6666643398231857
5687,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,100%,100%,0.6622205274913054
5688,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,100%,110%,0.6680515400241316
5689,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,110%,90%,0.6359061570328244
5690,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,110%,100%,0.6309326835671668
5691,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,10%,110%,110%,0.6327885595795008
5692,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,90%,90%,0.677944574745977
5693,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,90%,100%,0.6857549991140597
5694,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,90%,110%,0.6842562641725121
5695,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,100%,90%,0.6718124011053995
5696,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,100%,100%,0.6714741443682153
5697,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,100%,110%,0.6671165533983066
5698,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,110%,90%,0.6313735791156829
5699,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,110%,100%,0.6348159749757066
5700,powder,YOLOv8 Nano + Sam,True,True,3,Voronoi,15%,110%,110%,0.6364604195898453
5701,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,90%,90%,0.6667713098129878
5702,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,90%,100%,0.6686216017744917
5703,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,90%,110%,0.6689522045209225
5704,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,100%,90%,0.6442249790388569
5705,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,100%,100%,0.6440306263369562
5706,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,100%,110%,0.6448302771718061
5707,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,110%,90%,0.6106234525355868
5708,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,110%,100%,0.6130063915588679
5709,powder,YOLOv8 Nano + Sam,True,True,4,Random,0%,110%,110%,0.6126995793085986
5710,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,90%,90%,0.6739621516714183
5711,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,90%,100%,0.6711447185399597
5712,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,90%,110%,0.6681411287427659
5713,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,100%,90%,0.6470945157623968
5714,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,100%,100%,0.6498706580810364
5715,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,100%,110%,0.64945186443446
5716,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,110%,90%,0.6123853834343225
5717,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,110%,100%,0.6188233354038041
5718,powder,YOLOv8 Nano + Sam,True,True,4,Random,5%,110%,110%,0.6177639656880921
5719,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,90%,90%,0.6749979685540193
5720,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,90%,100%,0.6730038132597217
5721,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,90%,110%,0.6713666795053959
5722,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,100%,90%,0.6501813146861001
5723,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,100%,100%,0.6484945052810629
5724,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,100%,110%,0.6483933134484249
5725,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,110%,90%,0.6195987576499886
5726,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,110%,100%,0.6173740452579706
5727,powder,YOLOv8 Nano + Sam,True,True,4,Random,10%,110%,110%,0.6183370266602247
5728,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,90%,90%,0.6728880805248867
5729,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,90%,100%,0.6719793249579233
5730,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,90%,110%,0.6720155756306352
5731,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,100%,90%,0.6577050678655031
5732,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,100%,100%,0.6520433483114053
5733,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,100%,110%,0.6502122775668393
5734,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,110%,90%,0.6229786274737639
5735,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,110%,100%,0.621838267519987
5736,powder,YOLOv8 Nano + Sam,True,True,4,Random,15%,110%,110%,0.6205443636585403
5737,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,90%,90%,0.6416389018876189
5738,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,90%,100%,0.6415808015091392
5739,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,90%,110%,0.6412218070118689
5740,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,100%,90%,0.6146455800688492
5741,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,100%,100%,0.614201864754041
5742,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,100%,110%,0.614595719037401
5743,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,110%,90%,0.5745258572644139
5744,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,110%,100%,0.5730584831726888
5745,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,0%,110%,110%,0.574552469732126
5746,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,90%,90%,0.6504034950480273
5747,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,90%,100%,0.6495239127535342
5748,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,90%,110%,0.6497093568738819
5749,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,100%,90%,0.6171613153151627
5750,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,100%,100%,0.6179679313187326
5751,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,100%,110%,0.6173169553767415
5752,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,110%,90%,0.5765334907217627
5753,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,110%,100%,0.5795384525842255
5754,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,5%,110%,110%,0.5754806220125228
5755,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,90%,90%,0.6454602526867463
5756,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,90%,100%,0.6454602526867463
5757,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,90%,110%,0.6463394737316511
5758,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,100%,90%,0.6203346474304313
5759,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,100%,100%,0.619464336517055
5760,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,100%,110%,0.6200624018081025
5761,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,110%,90%,0.5785884815559108
5762,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,110%,100%,0.5786148247452345
5763,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,10%,110%,110%,0.5788725885898833
5764,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,90%,90%,0.6049112551124551
5765,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,90%,100%,0.6051124059088505
5766,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,90%,110%,0.6051124059088505
5767,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,100%,90%,0.582530413146972
5768,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,100%,100%,0.5833424054110063
5769,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,100%,110%,0.5817702923740983
5770,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,110%,90%,0.5417774206395639
5771,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,110%,100%,0.5418016013013732
5772,powder,YOLOv8 Nano + Sam,True,True,4,Distance Max,15%,110%,110%,0.5422416187282249
5773,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,90%,90%,0.6721140011517412
5774,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,90%,100%,0.6736227870872684
5775,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,90%,110%,0.6709225720383848
5776,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,100%,90%,0.6455706381817012
5777,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,100%,100%,0.6494586648449685
5778,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,100%,110%,0.6499235159004488
5779,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,110%,90%,0.6159693477566266
5780,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,110%,100%,0.6205001354582667
5781,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,0%,110%,110%,0.6188163684046514
5782,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,90%,90%,0.6736859478377085
5783,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,90%,100%,0.6709773179928984
5784,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,90%,110%,0.6763828764515492
5785,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,100%,90%,0.6404207583719119
5786,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,100%,100%,0.6413939660579515
5787,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,100%,110%,0.6444751736031433
5788,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,110%,90%,0.6181203122631833
5789,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,110%,100%,0.6221684504931516
5790,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,5%,110%,110%,0.6200564549179042
5791,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,90%,90%,0.6737442568150194
5792,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,90%,100%,0.6695448446134024
5793,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,90%,110%,0.6735138693081993
5794,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,100%,90%,0.6485258011573583
5795,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,100%,100%,0.6544517146790102
5796,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,100%,110%,0.6504404694680729
5797,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,110%,90%,0.620065198633277
5798,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,110%,100%,0.6203643832879794
5799,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,10%,110%,110%,0.6179136159392221
5800,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,90%,90%,0.6724352904764699
5801,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,90%,100%,0.6739552027826669
5802,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,90%,110%,0.6736014515707021
5803,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,100%,90%,0.6547123437995014
5804,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,100%,100%,0.6421274687036382
5805,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,100%,110%,0.6477982372221649
5806,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,110%,90%,0.6192026680593901
5807,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,110%,100%,0.6239986976680514
5808,powder,YOLOv8 Nano + Sam,True,True,4,Voronoi,15%,110%,110%,0.6243984968786542
5809,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,90%,90%,0.6556731417501049
5810,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,90%,100%,0.6569145180945613
5811,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,90%,110%,0.6609415395293989
5812,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,100%,90%,0.6354179751267772
5813,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,100%,100%,0.6338252127018521
5814,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,100%,110%,0.6279543200215232
5815,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,110%,90%,0.6022619868612791
5816,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,110%,100%,0.6029086915137122
5817,powder,YOLOv8 Nano + Sam,True,True,5,Random,0%,110%,110%,0.602400817558372
5818,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,90%,90%,0.6632712176160955
5819,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,90%,100%,0.6558105901070181
5820,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,90%,110%,0.6512941320975277
5821,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,100%,90%,0.6347638590041876
5822,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,100%,100%,0.6334736963119296
5823,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,100%,110%,0.6279204253455921
5824,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,110%,90%,0.5980191315061886
5825,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,110%,100%,0.6015733882263414
5826,powder,YOLOv8 Nano + Sam,True,True,5,Random,5%,110%,110%,0.599970971668822
5827,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,90%,90%,0.6646821826033179
5828,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,90%,100%,0.6661677560099781
5829,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,90%,110%,0.6606046829803572
5830,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,100%,90%,0.633634743866084
5831,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,100%,100%,0.6350474670515227
5832,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,100%,110%,0.6368921454404662
5833,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,110%,90%,0.5989266139222503
5834,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,110%,100%,0.6026703845206562
5835,powder,YOLOv8 Nano + Sam,True,True,5,Random,10%,110%,110%,0.6038312098444497
5836,powder,YOLOv8 Nano + Sam,True,True,5,Random,15%,90%,90%,0.6613925701362662
5837,powder,YOLOv8 Nano + Sam,True,True,5,Random,15%,90%,100%,0.6647188550795423
5838,powder,YOLOv8 Nano + Sam,True,True,5,Random,15%,90%,110%,0.6581889660590295
